,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2195,34.0,53.0,53.0,1754.0,391.0,793.0,0.493,61.0,157.0,0.389,158.0,191.0,0.8270000000000001,103.0,289.0,392.0,129.0,36.0,87.0,74.0,128.0,1001.0
2197,23.0,67.0,65.0,1286.0,92.0,201.0,0.45799999999999996,21.0,85.0,0.247,23.0,48.0,0.479,60.0,195.0,255.0,70.0,53.0,29.0,46.0,141.0,228.0
2198,24.0,70.0,70.0,1553.0,136.0,274.0,0.496,32.0,103.0,0.311,33.0,54.0,0.611,79.0,172.0,251.0,47.0,53.0,42.0,35.0,133.0,337.0
2199,25.0,79.0,79.0,2376.0,215.0,463.0,0.46399999999999997,45.0,184.0,0.245,47.0,111.0,0.423,98.0,305.0,403.0,79.0,94.0,79.0,51.0,204.0,522.0
2200,26.0,39.0,39.0,1037.0,87.0,162.0,0.537,8.0,36.0,0.222,12.0,38.0,0.316,75.0,110.0,185.0,46.0,45.0,35.0,30.0,89.0,194.0
2236,24.0,80.0,36.0,2277.0,403.0,916.0,0.44,83.0,245.0,0.33899999999999997,158.0,177.0,0.893,43.0,270.0,313.0,331.0,85.0,9.0,168.0,142.0,1047.0
2238,25.0,27.0,27.0,870.0,183.0,420.0,0.436,28.0,83.0,0.337,82.0,103.0,0.7959999999999999,28.0,98.0,126.0,248.0,20.0,4.0,95.0,73.0,476.0
2239,25.0,77.0,40.0,2268.0,432.0,996.0,0.434,72.0,241.0,0.299,181.0,218.0,0.83,56.0,271.0,327.0,462.0,62.0,9.0,186.0,167.0,1117.0
2240,26.0,79.0,79.0,2424.0,540.0,1244.0,0.434,118.0,334.0,0.353,291.0,337.0,0.8640000000000001,58.0,195.0,253.0,492.0,59.0,11.0,223.0,187.0,1489.0
2241,27.0,52.0,50.0,1424.0,284.0,677.0,0.419,66.0,184.0,0.359,118.0,136.0,0.868,21.0,93.0,114.0,270.0,35.0,5.0,114.0,129.0,752.0
2242,28.0,45.0,45.0,1201.0,246.0,577.0,0.426,52.0,169.0,0.308,112.0,134.0,0.836,29.0,96.0,125.0,238.0,27.0,4.0,99.0,87.0,656.0
2243,29.0,82.0,82.0,2289.0,441.0,1047.0,0.42100000000000004,174.0,471.0,0.369,204.0,236.0,0.8640000000000001,45.0,171.0,216.0,344.0,55.0,9.0,148.0,208.0,1260.0
2263,29.0,25.0,25.0,785.0,114.0,222.0,0.514,0.0,4.0,0.0,43.0,64.0,0.672,109.0,178.0,287.0,43.0,35.0,17.0,45.0,62.0,271.0
2264,30.0,25.0,25.0,901.0,138.0,289.0,0.478,0.0,5.0,0.0,77.0,102.0,0.755,138.0,223.0,361.0,84.0,37.0,14.0,44.0,68.0,353.0
2265,31.0,65.0,29.0,1800.0,227.0,459.0,0.495,0.0,7.0,0.0,92.0,135.0,0.6809999999999999,187.0,442.0,629.0,140.0,69.0,39.0,72.0,164.0,546.0
2266,32.0,26.0,26.0,636.0,111.0,200.0,0.555,0.0,2.0,0.0,33.0,45.0,0.733,57.0,113.0,170.0,35.0,19.0,16.0,35.0,58.0,255.0
2307,30.0,66.0,66.0,1948.0,448.0,842.0,0.532,0.0,1.0,0.0,95.0,137.0,0.693,114.0,450.0,564.0,125.0,63.0,24.0,115.0,168.0,991.0
2308,31.0,79.0,79.0,2546.0,544.0,1140.0,0.47700000000000004,0.0,2.0,0.0,193.0,264.0,0.731,175.0,596.0,771.0,179.0,66.0,28.0,176.0,239.0,1281.0
2309,32.0,76.0,76.0,2141.0,447.0,980.0,0.456,0.0,2.0,0.0,148.0,193.0,0.767,137.0,495.0,632.0,118.0,53.0,22.0,154.0,216.0,1042.0
2310,33.0,71.0,26.0,1692.0,371.0,743.0,0.499,0.0,0.0,0.0,94.0,150.0,0.627,111.0,371.0,482.0,95.0,41.0,12.0,92.0,184.0,836.0
2325,27.0,60.0,60.0,2181.0,425.0,890.0,0.478,79.0,213.0,0.371,260.0,302.0,0.861,42.0,171.0,213.0,543.0,152.0,4.0,124.0,138.0,1189.0
2326,28.0,70.0,70.0,2335.0,412.0,856.0,0.48100000000000004,76.0,232.0,0.32799999999999996,286.0,323.0,0.885,53.0,209.0,262.0,678.0,169.0,10.0,159.0,143.0,1186.0
2327,29.0,62.0,62.0,2171.0,406.0,870.0,0.467,78.0,212.0,0.368,295.0,345.0,0.855,38.0,230.0,268.0,663.0,154.0,4.0,145.0,157.0,1185.0
2328,30.0,82.0,82.0,2857.0,568.0,1170.0,0.485,139.0,349.0,0.39799999999999996,289.0,321.0,0.9,52.0,324.0,376.0,838.0,156.0,15.0,190.0,203.0,1564.0
2329,31.0,74.0,74.0,2420.0,515.0,1114.0,0.462,122.0,329.0,0.371,294.0,328.0,0.8959999999999999,39.0,271.0,310.0,738.0,152.0,13.0,194.0,185.0,1446.0
2330,32.0,61.0,61.0,1921.0,374.0,785.0,0.47600000000000003,124.0,302.0,0.41100000000000003,232.0,260.0,0.892,40.0,264.0,304.0,563.0,119.0,8.0,147.0,146.0,1104.0
2331,33.0,58.0,58.0,1847.0,367.0,798.0,0.46,144.0,379.0,0.38,203.0,221.0,0.919,37.0,276.0,313.0,457.0,96.0,14.0,128.0,141.0,1081.0
2332,34.0,58.0,58.0,1857.0,302.0,720.0,0.419,127.0,355.0,0.358,175.0,203.0,0.862,36.0,229.0,265.0,473.0,114.0,18.0,152.0,146.0,906.0
2333,35.0,63.0,63.0,2003.0,394.0,805.0,0.489,101.0,279.0,0.36200000000000004,225.0,250.0,0.9,21.0,289.0,310.0,426.0,98.0,9.0,137.0,139.0,1114.0
2394,23.0,54.0,19.0,1244.0,183.0,392.0,0.467,0.0,2.0,0.0,86.0,134.0,0.642,133.0,202.0,335.0,45.0,30.0,35.0,70.0,85.0,452.0
2395,24.0,80.0,80.0,2323.0,418.0,744.0,0.562,0.0,2.0,0.0,182.0,268.0,0.679,266.0,562.0,828.0,88.0,48.0,51.0,145.0,160.0,1018.0
2396,25.0,69.0,52.0,1859.0,332.0,654.0,0.508,0.0,8.0,0.0,150.0,290.0,0.517,206.0,426.0,632.0,96.0,47.0,51.0,128.0,177.0,814.0
2487,21.0,70.0,68.0,2262.0,341.0,897.0,0.38,111.0,336.0,0.33,102.0,113.0,0.903,37.0,171.0,208.0,396.0,42.0,6.0,131.0,145.0,895.0
2488,22.0,76.0,43.0,2288.0,370.0,1005.0,0.368,124.0,390.0,0.318,109.0,145.0,0.752,31.0,173.0,204.0,328.0,65.0,15.0,124.0,119.0,973.0
2509,29.0,71.0,71.0,1816.0,264.0,448.0,0.589,0.0,0.0,0.0,132.0,225.0,0.5870000000000001,138.0,369.0,507.0,104.0,65.0,75.0,100.0,220.0,660.0
2513,33.0,38.0,35.0,808.0,104.0,210.0,0.495,5.0,26.0,0.192,70.0,113.0,0.619,78.0,140.0,218.0,49.0,31.0,44.0,45.0,114.0,283.0
2517,20.0,74.0,52.0,1757.0,196.0,508.0,0.386,60.0,215.0,0.27899999999999997,118.0,162.0,0.728,41.0,177.0,218.0,91.0,88.0,33.0,63.0,166.0,570.0
2518,21.0,62.0,28.0,1547.0,170.0,398.0,0.42700000000000005,41.0,154.0,0.266,152.0,191.0,0.7959999999999999,87.0,181.0,268.0,99.0,68.0,26.0,87.0,139.0,533.0
2624,20.0,72.0,72.0,2318.0,506.0,1186.0,0.42700000000000005,168.0,514.0,0.327,346.0,485.0,0.713,86.0,477.0,563.0,429.0,77.0,25.0,247.0,137.0,1526.0
2625,21.0,54.0,54.0,1799.0,512.0,1111.0,0.461,156.0,491.0,0.318,369.0,491.0,0.752,69.0,433.0,502.0,470.0,59.0,10.0,227.0,134.0,1549.0
2674,24.0,57.0,37.0,1161.0,185.0,471.0,0.39299999999999996,89.0,241.0,0.369,29.0,33.0,0.879,19.0,147.0,166.0,77.0,18.0,7.0,48.0,81.0,488.0
2675,24.0,25.0,18.0,727.0,142.0,296.0,0.48,59.0,138.0,0.428,35.0,43.0,0.8140000000000001,16.0,87.0,103.0,44.0,20.0,2.0,53.0,34.0,378.0
2676,24.0,82.0,55.0,1888.0,327.0,767.0,0.426,148.0,379.0,0.391,64.0,76.0,0.8420000000000001,35.0,234.0,269.0,121.0,38.0,9.0,101.0,115.0,866.0
2678,26.0,82.0,82.0,2615.0,623.0,1360.0,0.45799999999999996,278.0,651.0,0.42700000000000005,171.0,193.0,0.8859999999999999,106.0,306.0,412.0,205.0,58.0,33.0,146.0,202.0,1695.0
2679,27.0,64.0,44.0,2045.0,456.0,1062.0,0.429,244.0,618.0,0.395,112.0,131.0,0.855,57.0,249.0,306.0,197.0,60.0,17.0,150.0,150.0,1268.0
2694,20.0,64.0,60.0,1846.0,349.0,676.0,0.516,0.0,6.0,0.0,169.0,225.0,0.7509999999999999,165.0,357.0,522.0,63.0,75.0,112.0,89.0,158.0,867.0
2695,21.0,67.0,66.0,2358.0,522.0,1005.0,0.519,2.0,9.0,0.222,348.0,440.0,0.7909999999999999,207.0,466.0,673.0,105.0,89.0,189.0,109.0,200.0,1394.0
2696,22.0,68.0,68.0,2455.0,642.0,1199.0,0.535,1.0,12.0,0.083,371.0,461.0,0.805,173.0,523.0,696.0,149.0,100.0,200.0,95.0,141.0,1656.0
2697,23.0,61.0,61.0,2164.0,560.0,1136.0,0.493,35.0,108.0,0.324,326.0,430.0,0.758,130.0,497.0,627.0,116.0,78.0,125.0,121.0,148.0,1481.0
2698,24.0,75.0,75.0,2708.0,770.0,1526.0,0.505,40.0,134.0,0.299,519.0,647.0,0.802,172.0,712.0,884.0,157.0,94.0,167.0,181.0,168.0,2099.0
2699,25.0,75.0,75.0,2727.0,780.0,1462.0,0.534,55.0,162.0,0.34,495.0,598.0,0.828,187.0,644.0,831.0,174.0,115.0,193.0,162.0,159.0,2110.0
2700,26.0,56.0,56.0,1850.0,530.0,1026.0,0.517,48.0,145.0,0.331,344.0,433.0,0.794,174.0,498.0,672.0,218.0,88.0,135.0,112.0,132.0,1452.0
2701,27.0,55.0,55.0,1889.0,508.0,994.0,0.511,65.0,194.0,0.335,386.0,457.0,0.845,124.0,393.0,517.0,172.0,82.0,134.0,135.0,138.0,1467.0
2768,29.0,65.0,42.0,1466.0,183.0,383.0,0.478,0.0,2.0,0.0,58.0,106.0,0.547,126.0,207.0,333.0,41.0,32.0,50.0,71.0,151.0,424.0
2769,30.0,72.0,71.0,1789.0,204.0,457.0,0.446,0.0,0.0,0.0,90.0,145.0,0.621,135.0,274.0,409.0,54.0,32.0,95.0,81.0,172.0,498.0
2834,24.0,71.0,55.0,1937.0,306.0,605.0,0.506,0.0,2.0,0.0,84.0,136.0,0.618,224.0,448.0,672.0,83.0,53.0,201.0,87.0,233.0,696.0
2835,25.0,23.0,20.0,584.0,76.0,162.0,0.469,0.0,1.0,0.0,26.0,55.0,0.473,60.0,105.0,165.0,19.0,18.0,40.0,26.0,74.0,178.0
2836,26.0,27.0,26.0,586.0,86.0,172.0,0.5,0.0,0.0,0.0,24.0,48.0,0.5,67.0,99.0,166.0,23.0,26.0,39.0,28.0,104.0,196.0
2857,25.0,72.0,19.0,1686.0,248.0,617.0,0.402,76.0,212.0,0.358,94.0,118.0,0.797,22.0,123.0,145.0,194.0,60.0,9.0,82.0,161.0,666.0
2859,27.0,52.0,18.0,1505.0,185.0,437.0,0.423,101.0,231.0,0.43700000000000006,70.0,90.0,0.778,21.0,120.0,141.0,163.0,47.0,11.0,73.0,111.0,541.0
2895,21.0,66.0,21.0,1477.0,150.0,365.0,0.41100000000000003,13.0,47.0,0.27699999999999997,86.0,114.0,0.754,95.0,213.0,308.0,66.0,59.0,34.0,91.0,136.0,399.0
2896,22.0,76.0,71.0,2066.0,225.0,474.0,0.475,4.0,19.0,0.21100000000000002,101.0,137.0,0.737,139.0,446.0,585.0,103.0,92.0,51.0,116.0,153.0,555.0
2897,23.0,80.0,65.0,2045.0,234.0,494.0,0.474,13.0,48.0,0.271,91.0,137.0,0.664,129.0,367.0,496.0,114.0,82.0,38.0,88.0,147.0,572.0
2899,25.0,82.0,82.0,2341.0,299.0,719.0,0.41600000000000004,126.0,349.0,0.361,115.0,156.0,0.737,98.0,401.0,499.0,138.0,72.0,53.0,120.0,171.0,839.0
2900,26.0,61.0,25.0,1773.0,183.0,466.0,0.39299999999999996,70.0,212.0,0.33,96.0,136.0,0.706,77.0,374.0,451.0,99.0,60.0,44.0,94.0,102.0,532.0
2901,27.0,69.0,67.0,2072.0,230.0,582.0,0.395,125.0,339.0,0.369,59.0,80.0,0.738,97.0,428.0,525.0,84.0,79.0,40.0,79.0,136.0,644.0
2902,28.0,81.0,81.0,2292.0,257.0,593.0,0.433,96.0,280.0,0.34299999999999997,150.0,173.0,0.867,112.0,498.0,610.0,104.0,68.0,33.0,72.0,143.0,760.0
3070,25.0,60.0,41.0,1655.0,294.0,597.0,0.49200000000000005,51.0,112.0,0.455,143.0,183.0,0.7809999999999999,196.0,333.0,529.0,71.0,42.0,44.0,76.0,133.0,782.0
3071,26.0,73.0,54.0,2012.0,371.0,803.0,0.462,95.0,214.0,0.444,125.0,157.0,0.7959999999999999,154.0,366.0,520.0,117.0,68.0,36.0,75.0,185.0,962.0
3072,27.0,55.0,47.0,1478.0,237.0,579.0,0.409,37.0,131.0,0.282,107.0,130.0,0.823,107.0,235.0,342.0,72.0,46.0,8.0,61.0,135.0,618.0
3073,28.0,58.0,36.0,1319.0,263.0,557.0,0.47200000000000003,74.0,190.0,0.389,69.0,107.0,0.645,80.0,197.0,277.0,56.0,36.0,19.0,45.0,149.0,669.0
3074,29.0,52.0,52.0,1434.0,216.0,508.0,0.425,78.0,215.0,0.363,79.0,109.0,0.725,99.0,183.0,282.0,55.0,38.0,27.0,59.0,120.0,589.0
3076,29.0,74.0,56.0,1880.0,280.0,661.0,0.424,96.0,259.0,0.371,111.0,154.0,0.721,144.0,259.0,403.0,67.0,52.0,33.0,71.0,171.0,767.0
3078,30.0,53.0,40.0,1447.0,285.0,648.0,0.44,107.0,298.0,0.359,109.0,142.0,0.768,71.0,243.0,314.0,97.0,33.0,14.0,78.0,133.0,786.0
3080,30.0,82.0,52.0,2142.0,384.0,890.0,0.431,142.0,402.0,0.353,161.0,207.0,0.778,115.0,366.0,481.0,141.0,58.0,23.0,116.0,211.0,1071.0
3081,31.0,46.0,40.0,1175.0,184.0,401.0,0.45899999999999996,61.0,170.0,0.359,72.0,90.0,0.8,74.0,177.0,251.0,51.0,44.0,17.0,43.0,92.0,501.0
3083,31.0,69.0,43.0,1730.0,277.0,613.0,0.452,91.0,253.0,0.36,105.0,135.0,0.778,118.0,287.0,405.0,90.0,61.0,26.0,72.0,157.0,750.0
3129,29.0,44.0,22.0,924.0,102.0,240.0,0.425,60.0,152.0,0.395,28.0,33.0,0.848,27.0,112.0,139.0,36.0,21.0,17.0,23.0,116.0,292.0
3131,29.0,63.0,22.0,1087.0,121.0,300.0,0.40299999999999997,64.0,178.0,0.36,35.0,40.0,0.875,36.0,130.0,166.0,44.0,25.0,21.0,30.0,135.0,341.0
3163,21.0,75.0,64.0,1996.0,262.0,611.0,0.429,86.0,266.0,0.32299999999999995,110.0,135.0,0.815,99.0,312.0,411.0,80.0,59.0,98.0,75.0,143.0,720.0
3164,22.0,32.0,32.0,949.0,149.0,322.0,0.46299999999999997,30.0,91.0,0.33,56.0,73.0,0.767,57.0,165.0,222.0,44.0,50.0,78.0,47.0,79.0,384.0
3196,23.0,58.0,26.0,1368.0,202.0,496.0,0.40700000000000003,80.0,203.0,0.39399999999999996,62.0,72.0,0.861,21.0,111.0,132.0,193.0,45.0,13.0,75.0,102.0,546.0
3206,27.0,49.0,36.0,1423.0,213.0,511.0,0.41700000000000004,85.0,239.0,0.35600000000000004,110.0,126.0,0.873,32.0,207.0,239.0,133.0,50.0,6.0,67.0,116.0,621.0
3293,26.0,48.0,32.0,1142.0,243.0,387.0,0.628,0.0,0.0,0.0,78.0,156.0,0.5,145.0,337.0,482.0,6.0,27.0,123.0,58.0,129.0,564.0
3294,27.0,73.0,43.0,2125.0,413.0,682.0,0.606,0.0,0.0,0.0,214.0,329.0,0.65,238.0,627.0,865.0,29.0,44.0,269.0,137.0,201.0,1040.0
3295,28.0,77.0,77.0,2513.0,542.0,973.0,0.557,0.0,0.0,0.0,225.0,358.0,0.628,293.0,795.0,1088.0,57.0,57.0,161.0,154.0,226.0,1309.0
3296,29.0,54.0,54.0,1364.0,312.0,578.0,0.54,2.0,2.0,1.0,128.0,182.0,0.703,174.0,444.0,618.0,54.0,37.0,94.0,92.0,131.0,754.0
3297,30.0,72.0,53.0,1674.0,388.0,680.0,0.5710000000000001,2.0,16.0,0.125,109.0,243.0,0.449,257.0,560.0,817.0,56.0,46.0,136.0,97.0,192.0,887.0
3298,30.0,61.0,61.0,1911.0,418.0,676.0,0.618,4.0,7.0,0.5710000000000001,153.0,225.0,0.68,244.0,625.0,869.0,74.0,24.0,187.0,117.0,179.0,993.0
3333,27.0,76.0,76.0,2620.0,386.0,871.0,0.44299999999999995,130.0,353.0,0.368,174.0,213.0,0.8170000000000001,47.0,237.0,284.0,355.0,81.0,26.0,116.0,134.0,1076.0
3334,28.0,76.0,76.0,2434.0,272.0,616.0,0.442,95.0,260.0,0.365,142.0,176.0,0.807,53.0,230.0,283.0,265.0,75.0,23.0,92.0,158.0,781.0
3335,29.0,43.0,36.0,1267.0,255.0,535.0,0.47700000000000004,69.0,193.0,0.358,113.0,143.0,0.79,25.0,154.0,179.0,220.0,44.0,14.0,69.0,111.0,692.0
3336,30.0,74.0,73.0,2524.0,326.0,739.0,0.441,128.0,314.0,0.408,114.0,150.0,0.76,58.0,240.0,298.0,259.0,83.0,17.0,101.0,149.0,894.0
3337,31.0,49.0,49.0,1544.0,289.0,606.0,0.47700000000000004,94.0,233.0,0.40299999999999997,157.0,196.0,0.8009999999999999,23.0,144.0,167.0,204.0,50.0,11.0,85.0,114.0,829.0
3338,32.0,43.0,36.0,1143.0,153.0,326.0,0.469,58.0,128.0,0.45299999999999996,77.0,99.0,0.778,22.0,95.0,117.0,119.0,39.0,12.0,60.0,75.0,441.0
3339,32.0,24.0,24.0,669.0,83.0,187.0,0.444,27.0,77.0,0.35100000000000003,33.0,41.0,0.805,20.0,44.0,64.0,67.0,22.0,15.0,28.0,53.0,226.0
3340,32.0,67.0,60.0,1812.0,236.0,513.0,0.46,85.0,205.0,0.415,110.0,140.0,0.7859999999999999,42.0,139.0,181.0,186.0,61.0,27.0,88.0,128.0,667.0
3363,21.0,81.0,80.0,2565.0,479.0,1062.0,0.451,165.0,436.0,0.37799999999999995,229.0,253.0,0.905,82.0,215.0,297.0,274.0,79.0,28.0,172.0,173.0,1352.0
3364,22.0,75.0,74.0,2447.0,513.0,1173.0,0.43700000000000006,152.0,414.0,0.36700000000000005,189.0,223.0,0.848,65.0,252.0,317.0,363.0,67.0,27.0,158.0,153.0,1367.0
3365,23.0,55.0,55.0,1804.0,385.0,846.0,0.455,105.0,304.0,0.345,158.0,177.0,0.893,42.0,175.0,217.0,266.0,64.0,16.0,124.0,97.0,1033.0
3407,23.0,47.0,29.0,781.0,76.0,210.0,0.36200000000000004,17.0,64.0,0.266,47.0,57.0,0.825,16.0,91.0,107.0,39.0,31.0,12.0,27.0,57.0,216.0
3413,20.0,71.0,70.0,2183.0,509.0,870.0,0.585,0.0,4.0,0.0,141.0,189.0,0.746,223.0,506.0,729.0,125.0,61.0,67.0,126.0,209.0,1159.0
3414,21.0,30.0,25.0,996.0,255.0,465.0,0.5479999999999999,0.0,3.0,0.0,60.0,78.0,0.769,123.0,237.0,360.0,57.0,22.0,51.0,71.0,97.0,570.0
3427,22.0,76.0,71.0,2078.0,386.0,712.0,0.542,31.0,101.0,0.307,118.0,195.0,0.605,162.0,366.0,528.0,87.0,53.0,99.0,71.0,139.0,921.0
3428,23.0,33.0,24.0,889.0,158.0,299.0,0.528,13.0,37.0,0.35100000000000003,57.0,94.0,0.606,78.0,142.0,220.0,36.0,18.0,59.0,37.0,78.0,386.0
3496,28.0,46.0,20.0,959.0,139.0,303.0,0.45899999999999996,48.0,127.0,0.37799999999999995,40.0,52.0,0.769,12.0,66.0,78.0,108.0,29.0,7.0,63.0,89.0,366.0
3498,28.0,53.0,20.0,997.0,143.0,316.0,0.45299999999999996,50.0,134.0,0.373,40.0,52.0,0.769,13.0,67.0,80.0,114.0,30.0,10.0,67.0,94.0,376.0
3502,30.0,82.0,21.0,1885.0,344.0,817.0,0.42100000000000004,121.0,313.0,0.387,145.0,174.0,0.833,32.0,134.0,166.0,261.0,54.0,15.0,157.0,189.0,954.0
3511,25.0,78.0,21.0,1661.0,226.0,529.0,0.42700000000000005,94.0,240.0,0.392,68.0,75.0,0.907,25.0,141.0,166.0,104.0,45.0,3.0,57.0,81.0,614.0
3513,27.0,65.0,36.0,1675.0,254.0,617.0,0.41200000000000003,90.0,243.0,0.37,52.0,64.0,0.813,31.0,179.0,210.0,105.0,33.0,2.0,50.0,77.0,650.0
3514,28.0,76.0,41.0,1615.0,218.0,561.0,0.389,96.0,268.0,0.358,54.0,63.0,0.857,20.0,154.0,174.0,83.0,48.0,5.0,45.0,82.0,586.0
3518,31.0,28.0,26.0,764.0,115.0,273.0,0.42100000000000004,81.0,217.0,0.373,25.0,33.0,0.758,8.0,52.0,60.0,43.0,30.0,3.0,26.0,52.0,336.0
3519,31.0,53.0,38.0,1297.0,184.0,457.0,0.40299999999999997,138.0,372.0,0.371,39.0,49.0,0.7959999999999999,14.0,93.0,107.0,72.0,54.0,6.0,40.0,92.0,545.0
3543,24.0,80.0,80.0,2780.0,641.0,1431.0,0.44799999999999995,197.0,472.0,0.41700000000000004,187.0,226.0,0.8270000000000001,47.0,212.0,259.0,341.0,97.0,23.0,196.0,187.0,1666.0
3544,25.0,80.0,80.0,2796.0,692.0,1441.0,0.48,185.0,439.0,0.42100000000000004,268.0,294.0,0.912,60.0,229.0,289.0,285.0,72.0,42.0,172.0,202.0,1837.0
3545,26.0,81.0,81.0,2924.0,667.0,1505.0,0.44299999999999995,189.0,476.0,0.397,209.0,250.0,0.836,53.0,268.0,321.0,272.0,77.0,35.0,151.0,168.0,1732.0
3546,27.0,70.0,70.0,2375.0,571.0,1243.0,0.45899999999999996,167.0,445.0,0.375,159.0,192.0,0.828,62.0,220.0,282.0,207.0,55.0,28.0,106.0,172.0,1468.0
3547,28.0,62.0,62.0,2229.0,549.0,1212.0,0.45299999999999996,174.0,458.0,0.38,123.0,164.0,0.75,41.0,213.0,254.0,268.0,46.0,39.0,116.0,159.0,1395.0
3613,33.0,53.0,53.0,1653.0,209.0,504.0,0.415,91.0,258.0,0.353,67.0,95.0,0.705,24.0,175.0,199.0,233.0,45.0,17.0,142.0,139.0,576.0
3760,24.0,81.0,35.0,1642.0,124.0,333.0,0.37200000000000005,56.0,191.0,0.293,46.0,61.0,0.754,55.0,167.0,222.0,67.0,52.0,25.0,45.0,125.0,350.0
3762,26.0,81.0,26.0,1985.0,228.0,528.0,0.43200000000000005,79.0,254.0,0.311,73.0,103.0,0.7090000000000001,138.0,251.0,389.0,95.0,69.0,36.0,74.0,186.0,608.0
3763,27.0,64.0,61.0,1898.0,214.0,457.0,0.46799999999999997,99.0,265.0,0.374,70.0,97.0,0.722,125.0,227.0,352.0,97.0,44.0,37.0,63.0,154.0,597.0
3789,27.0,40.0,24.0,1040.0,137.0,316.0,0.434,7.0,21.0,0.33299999999999996,49.0,66.0,0.742,37.0,83.0,120.0,49.0,26.0,8.0,57.0,63.0,330.0
3790,27.0,62.0,37.0,1491.0,182.0,442.0,0.41200000000000003,7.0,22.0,0.318,72.0,99.0,0.727,65.0,130.0,195.0,69.0,37.0,8.0,74.0,101.0,443.0
3793,30.0,73.0,31.0,1353.0,102.0,267.0,0.382,50.0,124.0,0.40299999999999997,44.0,53.0,0.83,44.0,131.0,175.0,44.0,30.0,14.0,41.0,134.0,298.0
3810,22.0,66.0,66.0,2082.0,407.0,781.0,0.521,0.0,1.0,0.0,201.0,272.0,0.7390000000000001,239.0,398.0,637.0,152.0,83.0,46.0,161.0,180.0,1015.0
3811,23.0,81.0,81.0,2687.0,514.0,1058.0,0.486,0.0,4.0,0.0,270.0,392.0,0.6890000000000001,236.0,541.0,777.0,281.0,105.0,55.0,234.0,190.0,1298.0
3812,24.0,82.0,82.0,2690.0,504.0,1015.0,0.49700000000000005,0.0,1.0,0.0,241.0,367.0,0.657,256.0,504.0,760.0,171.0,91.0,47.0,166.0,205.0,1249.0
3813,25.0,69.0,57.0,2137.0,423.0,853.0,0.496,0.0,0.0,0.0,252.0,336.0,0.75,229.0,475.0,704.0,142.0,78.0,34.0,149.0,148.0,1098.0
3814,26.0,79.0,67.0,2314.0,491.0,941.0,0.522,0.0,1.0,0.0,228.0,308.0,0.74,218.0,478.0,696.0,178.0,72.0,67.0,129.0,163.0,1210.0
4056,33.0,60.0,60.0,1732.0,287.0,581.0,0.494,0.0,1.0,0.0,85.0,116.0,0.733,145.0,284.0,429.0,97.0,58.0,97.0,65.0,176.0,659.0
4057,34.0,72.0,18.0,1527.0,226.0,478.0,0.473,0.0,1.0,0.0,66.0,93.0,0.71,130.0,300.0,430.0,70.0,50.0,90.0,57.0,192.0,518.0
4107,28.0,49.0,49.0,987.0,116.0,223.0,0.52,51.0,119.0,0.429,17.0,26.0,0.654,27.0,221.0,248.0,53.0,13.0,15.0,35.0,103.0,300.0
4145,20.0,69.0,69.0,2049.0,404.0,1024.0,0.395,106.0,339.0,0.313,134.0,193.0,0.6940000000000001,50.0,210.0,260.0,358.0,71.0,18.0,194.0,152.0,1048.0
4146,21.0,32.0,32.0,908.0,157.0,357.0,0.44,43.0,125.0,0.344,57.0,82.0,0.695,18.0,79.0,97.0,138.0,40.0,11.0,100.0,82.0,414.0
4147,21.0,21.0,18.0,600.0,121.0,293.0,0.413,24.0,83.0,0.289,42.0,74.0,0.568,14.0,44.0,58.0,114.0,27.0,9.0,54.0,47.0,308.0
4148,21.0,53.0,50.0,1508.0,278.0,650.0,0.428,67.0,208.0,0.322,99.0,156.0,0.635,32.0,123.0,155.0,252.0,67.0,20.0,154.0,129.0,722.0
4164,21.0,77.0,35.0,1959.0,389.0,932.0,0.41700000000000004,57.0,217.0,0.263,177.0,279.0,0.634,95.0,256.0,351.0,119.0,80.0,35.0,146.0,218.0,1012.0
4165,22.0,79.0,29.0,1988.0,347.0,841.0,0.413,73.0,225.0,0.324,143.0,213.0,0.6709999999999999,66.0,281.0,347.0,183.0,74.0,56.0,173.0,209.0,910.0
4252,22.0,73.0,73.0,2201.0,390.0,747.0,0.522,0.0,1.0,0.0,190.0,284.0,0.669,199.0,438.0,637.0,91.0,75.0,108.0,129.0,236.0,970.0
4253,23.0,74.0,74.0,2280.0,482.0,918.0,0.525,1.0,6.0,0.16699999999999998,222.0,332.0,0.669,196.0,411.0,607.0,112.0,60.0,123.0,121.0,210.0,1187.0
4254,24.0,62.0,59.0,1983.0,418.0,811.0,0.515,0.0,4.0,0.0,180.0,254.0,0.7090000000000001,169.0,334.0,503.0,94.0,74.0,91.0,104.0,150.0,1016.0
4255,25.0,50.0,39.0,1186.0,203.0,417.0,0.48700000000000004,3.0,10.0,0.3,67.0,109.0,0.615,92.0,213.0,305.0,56.0,45.0,40.0,60.0,103.0,476.0
4256,26.0,77.0,77.0,2153.0,395.0,702.0,0.563,14.0,63.0,0.222,140.0,215.0,0.6509999999999999,198.0,354.0,552.0,102.0,54.0,82.0,88.0,164.0,944.0
4257,27.0,76.0,70.0,1766.0,363.0,619.0,0.586,17.0,78.0,0.218,154.0,228.0,0.675,207.0,353.0,560.0,89.0,56.0,106.0,84.0,163.0,897.0
